Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobSatisfaction,RelationshipSatisfaction,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,43.0,Non-Travel,Research & Development,9,3,Life Sciences,3,3,3,2.0,1,2
No,41.0,Travel_Rarely,Research & Development,5,3,Life Sciences,2,1,3,2.0,1,2
No,,Travel_Rarely,Sales,4,1,Marketing,3,4,22,14.0,13,5
No,30.0,Travel_Rarely,Research & Development,10,3,Medical,3,2,7,,0,2
Yes,26.0,Travel_Rarely,Human Resources,20,2,Medical,2,3,5,1.0,1,4
Yes,46.0,Travel_Rarely,Research & Development,21,2,Medical,2,4,9,7.0,3,7
No,40.0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,4,5,3.0,0,3
No,34.0,Travel_Rarely,Sales,8,2,Technical Degree,3,3,10,8.0,4,8
No,58.0,Non-Travel,Sales,2,3,Medical,2,4,16,,14,14
No,35.0,Travel_Rarely,Research & Development,23,4,Medical,3,2,5,4.0,0,3
No,47.0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,3,22,11.0,14,10
No,40.0,Travel_Rarely,Research & Development,12,3,Life Sciences,1,2,7,4.0,7,7
No,54.0,Travel_Rarely,Research & Development,7,4,Medical,4,2,7,1.0,1,7
No,31.0,,Sales,7,4,Marketing,1,4,3,2.0,2,2
No,28.0,Travel_Rarely,Research & Development,1,3,Medical,1,3,3,2.0,1,2
No,38.0,Travel_Rarely,Sales,2,4,Marketing,4,1,4,2.0,0,3
No,26.0,Travel_Rarely,Sales,10,3,Medical,4,1,5,3.0,1,2
No,58.0,Travel_Frequently,Research & Development,15,4,Life Sciences,3,2,2,2.0,2,2
No,18.0,Non-Travel,Research & Development,14,3,Medical,3,3,0,0.0,0,0
Yes,31.0,,Human Resources,18,5,Human Resources,1,3,1,0.0,0,0
Yes,29.0,Travel_Rarely,Human Resources,13,3,Human Resources,1,4,2,,2,0
No,45.0,Non-Travel,Sales,2,4,Life Sciences,3,2,8,7.0,5,7
No,36.0,Travel_Rarely,Research & Development,2,4,Other,2,4,1,,0,0
No,43.0,Travel_Frequently,Sales,2,4,Life Sciences,4,3,7,7.0,7,7
No,27.0,Travel_Frequently,Research & Development,5,2,Life Sciences,4,3,5,4.0,0,2
No,29.0,Travel_Frequently,Research & Development,20,1,Medical,4,2,11,,3,10
No,32.0,Travel_Frequently,Sales,10,4,Marketing,4,3,0,0.0,0,0
No,42.0,Non-Travel,Research & Development,10,4,Technical Degree,3,2,6,3.0,3,3
No,47.0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,3,2,,2,0
No,46.0,Travel_Rarely,Research & Development,2,2,Life Sciences,4,3,9,8.0,4,7
No,28.0,Non-Travel,Human Resources,1,2,Life Sciences,4,2,3,2.0,2,2
No,29.0,Travel_Rarely,Research & Development,29,1,Life Sciences,3,4,7,0.0,1,6
No,42.0,,Research & Development,8,3,Life Sciences,3,4,0,,0,0
Yes,32.0,Travel_Rarely,Sales,2,4,Marketing,2,3,2,2.0,2,2
No,46.0,Travel_Rarely,Sales,3,3,Technical Degree,1,4,19,17.0,2,8
No,27.0,Travel_Rarely,Sales,23,1,Medical,3,4,9,,5,8
No,29.0,Travel_Rarely,Human Resources,6,1,Medical,2,4,1,0.0,0,0
No,43.0,Travel_Rarely,Research & Development,6,3,Medical,3,4,16,12.0,6,14
No,48.0,Travel_Rarely,Research & Development,10,3,Life Sciences,2,4,22,,12,9
Yes,29.0,Travel_Frequently,Research & Development,24,2,Life Sciences,4,2,1,0.0,1,0
Yes,46.0,Travel_Rarely,Sales,10,3,Life Sciences,2,3,8,7.0,0,7
No,27.0,Travel_Frequently,Research & Development,15,3,Life Sciences,1,4,7,6.0,7,3
No,39.0,Travel_Rarely,Research & Development,19,4,Other,4,2,2,,2,2
No,55.0,,Research & Development,2,4,Technical Degree,4,2,5,2.0,0,4
No,28.0,Travel_Rarely,Sales,3,3,Medical,2,4,1,,0,0
Yes,30.0,Travel_Rarely,Sales,9,3,Medical,4,3,1,0.0,0,0
Yes,22.0,Travel_Rarely,Research & Development,7,1,Life Sciences,2,1,1,0.0,0,0
No,36.0,Travel_Rarely,Sales,10,4,Technical Degree,3,1,10,,1,7
No,31.0,Travel_Rarely,Research & Development,20,3,Life Sciences,3,1,10,8.0,0,2
No,34.0,Travel_Rarely,Sales,4,3,Life Sciences,4,4,5,3.0,1,0
No,29.0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2,3,2.0,1,2
No,37.0,Travel_Rarely,Research & Development,7,4,Medical,1,3,5,3.0,0,4
No,35.0,Travel_Rarely,Research & Development,16,2,Other,2,4,3,2.0,0,2
No,45.0,Travel_Rarely,Research & Development,25,2,Life Sciences,4,4,9,8.0,3,8
No,,Travel_Frequently,Human Resources,2,1,Human Resources,4,4,10,1.0,0,8
No,40.0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1,19,7.0,11,16
No,26.0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,3,1,0.0,1,0
No,27.0,Travel_Rarely,Sales,2,2,Medical,3,2,8,7.0,0,7
No,48.0,Travel_Frequently,Research & Development,22,3,Medical,4,2,22,17.0,4,7
No,44.0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,4,2,0.0,2,2
Yes,34.0,Non-Travel,Research & Development,16,4,Technical Degree,1,2,5,2.0,3,0
Yes,56.0,Travel_Rarely,Research & Development,24,2,Life Sciences,4,4,4,2.0,1,0
No,36.0,Travel_Rarely,Sales,17,2,Marketing,2,3,4,2.0,1,3
No,41.0,Travel_Rarely,Sales,8,3,Marketing,2,3,5,4.0,1,4
No,42.0,Travel_Rarely,Research & Development,6,3,Medical,1,2,13,7.0,5,7
No,,Travel_Rarely,Sales,10,2,Medical,4,4,5,2.0,1,4
No,34.0,Travel_Rarely,Sales,3,1,Medical,4,3,4,2.0,0,1
No,31.0,Travel_Rarely,Research & Development,4,3,Medical,3,2,2,2.0,2,2
No,26.0,Travel_Frequently,Research & Development,6,3,Other,4,1,7,7.0,7,7
No,,Travel_Frequently,Research & Development,1,4,Medical,3,3,4,2.0,0,3
No,33.0,Travel_Rarely,Sales,10,4,Marketing,3,2,10,4.0,0,9
No,28.0,Travel_Frequently,Sales,1,2,Life Sciences,4,3,7,7.0,0,7
Yes,29.0,Travel_Frequently,Sales,24,3,Technical Degree,1,4,1,0.0,0,0
No,39.0,Non-Travel,Sales,21,4,Life Sciences,3,3,3,2.0,1,2
No,27.0,,Research & Development,2,4,Technical Degree,2,3,5,3.0,1,2
No,34.0,Travel_Frequently,Research & Development,22,4,Other,4,2,15,10.0,6,11
Yes,28.0,,Sales,13,2,Marketing,3,4,2,0.0,2,2
No,47.0,Non-Travel,Research & Development,14,4,Technical Degree,2,3,8,7.0,1,7
No,56.0,Travel_Rarely,Sales,11,5,Marketing,1,3,0,0.0,0,0
No,39.0,Travel_Rarely,Research & Development,9,2,Medical,1,4,10,0.0,7,9
No,38.0,Travel_Frequently,Research & Development,8,3,Medical,2,3,20,11.0,0,7
No,58.0,Travel_Rarely,Sales,21,3,Life Sciences,4,3,1,0.0,0,0
Yes,32.0,Travel_Frequently,Research & Development,5,2,Life Sciences,3,1,4,1.0,0,3
No,38.0,Travel_Rarely,Research & Development,9,2,Life Sciences,4,4,5,2.0,0,3
No,49.0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,4,5,4.0,4,3
No,42.0,Travel_Rarely,Sales,12,4,Marketing,4,3,0,0.0,0,0
Yes,27.0,Travel_Frequently,Human Resources,22,3,Human Resources,2,1,1,0.0,0,0
No,35.0,,Sales,18,4,Medical,1,4,5,3.0,0,4
No,28.0,Non-Travel,Research & Development,16,3,Medical,3,3,5,3.0,1,4
No,31.0,Non-Travel,Research & Development,3,2,Medical,1,4,4,2.0,2,3
No,,Non-Travel,Research & Development,9,4,Life Sciences,2,2,5,4.0,0,2
No,34.0,Travel_Rarely,Sales,41,3,Marketing,4,1,14,8.0,2,1
No,,Travel_Rarely,Sales,13,4,Medical,3,3,8,7.0,1,1
No,26.0,Travel_Rarely,Research & Development,1,3,Medical,1,4,7,7.0,7,6
No,,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1,5,3.0,0,2
No,32.0,,Research & Development,15,4,Medical,4,2,5,,1,2
No,31.0,Travel_Frequently,Research & Development,1,3,Life Sciences,1,2,10,8.0,8,7
Yes,28.0,,Research & Development,17,3,Technical Degree,4,1,4,,0,3
No,38.0,,Sales,1,3,Life Sciences,1,1,1,0.0,0,0
No,35.0,,Sales,7,4,Life Sciences,4,4,10,8.0,0,9
No,27.0,Travel_Rarely,Sales,9,3,Marketing,4,1,7,7.0,0,7
No,32.0,Travel_Rarely,Research & Development,5,4,Life Sciences,4,2,1,0.0,0,0
Yes,31.0,,Sales,26,4,Marketing,4,3,10,7.0,0,8
Yes,53.0,Travel_Rarely,Sales,24,4,Life Sciences,1,2,2,2.0,2,2
No,54.0,,Research & Development,9,2,Life Sciences,3,3,4,3.0,2,3
No,33.0,Travel_Frequently,Research & Development,7,2,Life Sciences,3,3,9,7.0,2,8
No,43.0,,Research & Development,11,3,Life Sciences,3,2,10,9.0,0,9
No,38.0,Travel_Frequently,Human Resources,1,4,Other,2,2,6,2.0,1,2
No,55.0,Travel_Rarely,Human Resources,26,4,Human Resources,2,1,10,9.0,1,4
No,31.0,Travel_Rarely,Research & Development,2,1,Medical,4,3,1,0.0,0,0
No,39.0,Travel_Rarely,Sales,15,4,Marketing,1,1,20,8.0,11,10
No,,Non-Travel,Research & Development,23,2,Life Sciences,3,4,20,9.0,3,7
No,31.0,Non-Travel,Research & Development,10,3,Medical,3,3,11,7.0,4,8
No,54.0,Travel_Rarely,Research & Development,10,3,Medical,1,4,5,2.0,1,4
No,24.0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,2,4,3.0,1,2
No,23.0,Travel_Rarely,Research & Development,12,2,Other,4,3,5,2.0,1,4
No,40.0,Travel_Frequently,Research & Development,11,3,Technical Degree,3,1,10,,9,4
No,40.0,Travel_Rarely,Sales,2,2,Marketing,2,3,11,,5,10
No,25.0,Travel_Rarely,Human Resources,2,3,Human Resources,2,3,2,0.0,1,2
No,30.0,,Research & Development,1,2,Medical,2,3,12,8.0,1,7
No,25.0,Travel_Rarely,Research & Development,2,1,Other,3,3,2,2.0,0,2
No,,Travel_Rarely,Research & Development,25,3,Medical,3,2,17,14.0,12,11
No,33.0,Non-Travel,Research & Development,1,2,Medical,3,3,1,1.0,0,0
No,,Travel_Rarely,Sales,1,4,Life Sciences,2,1,15,13.0,5,8
No,31.0,Travel_Rarely,Sales,2,2,Life Sciences,3,3,2,2.0,1,2
No,38.0,Travel_Frequently,Research & Development,6,4,Life Sciences,3,4,8,3.0,7,7
No,42.0,Travel_Rarely,Research & Development,18,4,Life Sciences,1,3,4,3.0,1,2
No,41.0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,1,5,3.0,1,0
No,47.0,Non-Travel,Research & Development,1,1,Medical,2,1,13,8.0,5,12
No,35.0,Travel_Rarely,Research & Development,11,4,Medical,3,3,2,2.0,2,2
No,22.0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,4,3,2.0,1,2
No,35.0,Travel_Rarely,Research & Development,9,4,Medical,3,2,10,7.0,0,8
No,,,Research & Development,15,2,Medical,4,1,9,7.0,8,1
No,32.0,Travel_Rarely,Research & Development,29,4,Life Sciences,2,3,6,2.0,4,1
No,40.0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,3,1,,0,0
No,,Travel_Rarely,Sales,1,4,Medical,2,2,2,,2,2
No,39.0,Travel_Rarely,Research & Development,24,1,Life Sciences,4,1,7,7.0,1,7
No,38.0,Travel_Rarely,Research & Development,10,3,Medical,3,1,18,16.0,1,11
No,32.0,Travel_Rarely,Sales,1,4,Marketing,4,3,14,10.0,5,7
No,37.0,Travel_Rarely,Research & Development,10,3,Life Sciences,4,1,16,,6,8
No,25.0,Travel_Rarely,Sales,8,2,Other,3,2,5,3.0,0,4
No,52.0,Non-Travel,Sales,29,4,Life Sciences,4,2,9,8.0,0,0
No,44.0,Travel_Rarely,Research & Development,1,3,Medical,4,3,4,3.0,1,2
No,21.0,Travel_Rarely,Sales,5,1,Medical,1,4,2,2.0,1,2
No,39.0,Non-Travel,Research & Development,9,3,Life Sciences,4,3,6,0.0,1,3
Yes,23.0,Travel_Frequently,Sales,9,3,Marketing,1,1,1,0.0,1,0
No,36.0,Travel_Rarely,Sales,3,3,Medical,4,3,9,7.0,3,4
No,36.0,Travel_Frequently,Research & Development,4,2,Life Sciences,2,2,4,2.0,0,2
No,56.0,Non-Travel,Research & Development,1,4,Life Sciences,3,1,13,,1,9
Yes,29.0,,Research & Development,1,4,Medical,4,2,2,2.0,2,2
No,42.0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,1,22,6.0,4,14
Yes,56.0,Travel_Rarely,Research & Development,7,2,Technical Degree,3,4,10,9.0,9,8
No,41.0,Travel_Rarely,Research & Development,28,4,Life Sciences,2,3,20,7.0,0,10
No,34.0,Travel_Rarely,Sales,28,3,Marketing,3,4,8,7.0,1,7
No,36.0,Non-Travel,Sales,15,4,Marketing,4,1,15,12.0,11,11
No,41.0,,Sales,3,3,Life Sciences,2,3,5,4.0,0,4
No,32.0,Travel_Rarely,Research & Development,2,3,Technical Degree,1,4,4,2.0,1,2
No,35.0,Travel_Rarely,Human Resources,26,4,Life Sciences,4,3,9,0.0,1,7
No,38.0,Travel_Rarely,Sales,10,2,Life Sciences,4,3,10,7.0,1,9
Yes,50.0,Travel_Frequently,Sales,1,4,Life Sciences,3,4,6,,0,1
No,36.0,,Sales,11,4,Marketing,4,1,6,3.0,0,0
No,45.0,Travel_Rarely,Sales,20,3,Life Sciences,3,3,5,3.0,0,1
No,40.0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,4,2,2.0,2,2
No,35.0,Travel_Frequently,Research & Development,18,4,Life Sciences,3,4,10,2.0,0,2
No,40.0,Travel_Rarely,Research & Development,2,4,Medical,3,2,5,3.0,0,2
No,,Travel_Rarely,Research & Development,1,4,Life Sciences,4,4,4,3.0,1,1
No,29.0,Travel_Rarely,Research & Development,13,2,Other,2,1,4,3.0,0,3
No,29.0,Travel_Rarely,Research & Development,28,4,Medical,1,2,5,4.0,0,4
Yes,50.0,Travel_Rarely,Sales,28,3,Marketing,1,2,3,2.0,2,0
No,,Travel_Rarely,Sales,24,1,Marketing,4,1,20,9.0,9,6
No,31.0,,Research & Development,5,3,Medical,1,2,9,4.0,1,7
No,26.0,Travel_Rarely,Sales,5,3,Other,3,4,4,2.0,0,0
No,36.0,,Research & Development,23,2,Medical,4,3,5,2.0,0,3
No,,Travel_Rarely,Research & Development,6,1,Medical,1,1,7,7.0,1,7
No,27.0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,2,6,2.0,0,3
No,49.0,Travel_Frequently,Sales,91,3,Medical,2,4,9,6.0,0,8
No,34.0,Travel_Rarely,Research & Development,8,3,Medical,3,1,4,3.0,1,2
