Shipment_ID,Route,Carrier,Cargo_Type,Season,Planned_Duration_hr,Actual_Duration_hr,Delay_hr,Route_Deviation_km,Avg_Speed_kmh,Distance_km,Fuel_Consumed_L,Fuel_per_100km,Border_Crossing,Border_Delay_hr,Planned_Stops,Actual_Stops,Cargo_Temp_C,Cargo_Humidity_pct,Shipment_Weight_kg,Declared_Value_USD,Hard_Braking_Events,Speeding_Events,Idle_Time_hr,Maint_Days_Since
146,Aktobe-Atyrau,EuroAsia Cargo,Pharma,Autumn,8.0,9.72,1.72,11.3,57.6,560,138.4,24.71,0,0.0,3,4,4.7,48.7,4472,135730,6,1,0.98,35
147,Aktau-Atyrau,KazTrans,Food,Summer,7.0,7.68,0.68,27.5,62.5,480,133.2,27.75,0,0.0,2,2,21.3,88.6,7115,421095,4,1,1.37,64
148,Astana-Omsk,KazTrans,Industrial,Winter,10.0,16.8,6.8,31.2,45.2,760,193.4,25.45,1,4.53,3,3,18.9,51.2,8561,426529,8,2,1.3,70
149,Astana-Novosibirsk,SteppeLog,Electronics,Spring,18.0,21.56,3.56,22.4,66.3,1430,419.4,29.33,1,2.41,3,3,22.3,63.9,7114,255419,2,1,0.97,15
150,Almaty-Tashkent,EuroAsia Cargo,Food,Spring,10.0,14.18,4.18,11.3,48.7,690,177.8,25.77,1,2.92,2,2,1.2,33.1,9498,317749,5,0,1.85,16
151,Astana-Novosibirsk,EuroAsia Cargo,Industrial,Autumn,18.0,24.19,6.19,21.9,59.1,1430,462.7,32.36,1,3.5,3,4,23.1,48.9,13941,682391,2,2,1.32,17
152,Almaty-Astana,EuroAsia Cargo,Automotive,Winter,14.0,16.76,2.76,8.1,65.6,1100,307.1,27.92,0,0.0,2,2,20.1,59.1,9062,270251,1,5,2.24,51
153,Astana-Omsk,SteppeLog,FMCG,Summer,10.0,11.91,1.91,8.4,63.8,760,183.6,24.15,1,1.4,1,1,20.1,47.3,8490,203629,4,1,0.17,39
154,Almaty-Astana,KazTrans,Electronics,Spring,14.0,15.92,1.92,10.6,69.1,1100,304.0,27.63,0,0.0,2,2,21.8,58.1,8753,571709,3,0,1.36,22
155,Aktau-Atyrau,SteppeLog,Industrial,Winter,7.0,8.22,1.22,10.9,58.4,480,140.0,29.18,0,0.0,3,4,19.3,60.2,7152,272060,5,3,0.68,40
156,Almaty-Bishkek,TransCentral,Food,Autumn,4.0,7.56,3.56,32.3,31.8,240,84.6,35.26,1,2.25,2,2,3.6,60.1,7872,222015,5,1,1.09,87
157,Almaty-Bishkek,SilkFreight,Food,Spring,4.0,7.59,3.59,6.7,31.6,240,77.6,32.35,1,2.4,3,4,3.0,58.8,7878,253881,5,2,1.32,87
158,Astana-Omsk,EuroAsia Cargo,Electronics,Spring,10.0,15.29,5.29,33.4,49.7,760,216.0,28.42,1,4.24,1,1,15.5,52.1,9390,435488,3,1,2.04,14
159,Astana-Novosibirsk,SteppeLog,Industrial,Autumn,18.0,20.36,2.36,37.4,70.2,1430,372.7,26.06,1,1.77,2,2,20.0,44.5,12977,779832,2,2,1.2,32
160,Almaty-Astana,KazTrans,FMCG,Summer,14.0,15.18,1.18,25.6,72.4,1100,390.5,35.5,0,0.0,1,1,13.7,63.9,9717,579703,3,3,0.93,1
161,Almaty-Bishkek,SteppeLog,Food,Summer,4.0,8.25,4.25,10.3,29.1,240,78.5,32.71,1,2.88,3,3,4.1,50.6,11174,828323,3,0,1.85,14
162,Almaty-Astana,EuroAsia Cargo,Electronics,Spring,14.0,15.65,1.65,0.0,70.3,1100,296.0,26.91,0,0.0,1,1,17.0,64.5,6361,246792,2,1,0.0,37
163,Almaty-Bishkek,SteppeLog,Automotive,Autumn,4.0,7.85,3.85,18.7,30.6,240,85.4,35.6,1,2.35,3,3,20.6,53.2,10669,246342,5,2,0.47,64
164,Astana-Novosibirsk,SilkFreight,Industrial,Spring,18.0,22.46,4.46,20.3,63.7,1430,424.1,29.66,1,2.41,3,3,17.6,41.0,6224,247467,2,1,0.68,18
165,Shymkent-Taraz,SteppeLog,FMCG,Summer,3.0,3.66,0.66,19.3,54.7,200,55.2,27.62,0,0.0,2,2,18.3,54.3,8447,515574,2,2,1.53,38
166,Shymkent-Taraz,TransCentral,Electronics,Winter,3.0,24.89,21.89,11.0,8.0,200,55.8,27.91,1,21.42,2,3,17.9,50.3,12436,216102,5,3,1.58,68
167,Almaty-Astana,SteppeLog,FMCG,Spring,14.0,15.55,1.55,38.0,70.7,1100,322.7,29.34,0,0.0,3,3,19.5,52.8,4332,208196,3,1,1.53,10
168,Astana-Novosibirsk,EuroAsia Cargo,Pharma,Summer,18.0,23.05,5.05,28.1,62.0,1430,439.5,30.73,1,3.59,1,1,5.1,66.9,9825,107246,2,0,1.53,80
169,Almaty-Bishkek,SteppeLog,Automotive,Summer,4.0,6.21,2.21,27.8,38.6,240,90.4,37.66,1,1.04,2,2,17.4,52.7,9710,301468,1,0,1.55,23
170,Astana-Omsk,SilkFreight,Food,Winter,10.0,16.98,6.98,31.8,44.8,760,218.4,28.74,1,3.65,3,3,3.4,51.7,4105,27194,1,4,1.41,18
171,Astana-Omsk,EuroAsia Cargo,Food,Autumn,10.0,13.91,3.91,13.0,54.6,760,209.9,27.62,1,2.32,3,3,3.5,56.0,5965,469693,3,4,0.67,0
172,Almaty-Bishkek,SilkFreight,FMCG,Autumn,4.0,7.04,3.04,22.0,34.1,240,71.6,29.83,1,2.27,3,3,20.6,56.9,8600,475292,5,3,1.11,20
173,Almaty-Bishkek,KazTrans,Electronics,Spring,4.0,8.21,4.21,8.6,29.2,240,85.2,35.49,1,3.49,1,1,21.3,38.4,7618,399847,1,0,0.78,49
174,Aktobe-Atyrau,EuroAsia Cargo,FMCG,Winter,8.0,10.68,2.68,12.5,52.4,560,123.2,22.0,0,0.0,2,2,20.2,54.6,11072,498772,3,2,1.54,71
175,Almaty-Astana,SteppeLog,Automotive,Autumn,14.0,15.35,1.35,2.0,71.7,1100,294.1,26.73,0,0.0,2,2,20.3,55.7,5795,50726,1,3,0.99,10
176,Astana-Novosibirsk,EuroAsia Cargo,FMCG,Spring,18.0,22.17,4.17,26.1,64.5,1430,413.8,28.94,1,3.64,3,4,23.3,35.9,7404,108435,4,3,0.94,56
177,Almaty-Astana,TransCentral,Electronics,Spring,14.0,17.36,3.36,13.7,63.4,1100,367.9,33.44,0,0.0,1,2,15.1,61.3,9534,673062,1,1,1.28,47
178,Aktobe-Atyrau,SteppeLog,Industrial,Summer,8.0,9.03,1.03,13.3,62.0,560,147.8,26.39,0,0.0,3,4,15.5,46.3,8774,185795,2,0,2.37,58
179,Astana-Novosibirsk,TransCentral,Electronics,Winter,18.0,23.96,5.96,27.9,59.7,1430,388.8,27.19,1,1.67,2,2,20.0,45.3,8817,660883,4,3,1.48,76
180,Almaty-Astana,KazTrans,Food,Winter,14.0,16.03,2.03,23.3,68.6,1100,308.3,28.03,0,0.0,1,1,2.5,64.6,8950,635465,3,4,1.15,38
181,Aktobe-Atyrau,EuroAsia Cargo,Food,Summer,8.0,8.56,0.56,12.2,65.4,560,143.5,25.62,0,0.0,3,3,5.6,68.6,8872,304861,5,2,0.94,61
182,Aktobe-Atyrau,SteppeLog,Electronics,Autumn,8.0,10.15,2.15,6.8,55.2,560,168.3,30.05,0,0.0,1,1,19.5,64.5,8704,192105,2,3,3.02,29
183,Almaty-Tashkent,EuroAsia Cargo,Electronics,Winter,10.0,13.4,3.4,28.5,51.5,690,209.3,30.34,1,1.34,2,3,21.5,35.9,10946,450723,3,4,2.06,12
184,Almaty-Tashkent,SilkFreight,Pharma,Spring,10.0,13.57,3.57,18.3,50.9,690,185.0,26.81,1,2.09,3,3,5.0,66.6,11504,362917,2,3,0.31,75
185,Astana-Novosibirsk,SteppeLog,Food,Summer,18.0,21.64,3.64,11.6,66.1,1430,344.7,24.1,1,1.83,2,2,4.7,38.6,12609,646213,4,1,1.03,17
186,Almaty-Tashkent,SilkFreight,Industrial,Autumn,10.0,14.5,4.5,20.5,47.6,690,206.3,29.9,1,3.05,3,3,15.5,43.3,8341,537497,5,0,1.31,28
187,Almaty-Bishkek,KazTrans,FMCG,Spring,4.0,9.73,5.73,45.0,24.7,240,82.4,34.32,1,4.1,2,2,19.9,60.6,7819,96824,2,5,0.52,59
188,Almaty-Astana,SilkFreight,Automotive,Spring,14.0,16.6,2.6,5.6,66.2,1100,312.2,28.39,0,0.0,1,1,19.1,57.0,8334,322430,6,2,1.89,6
189,Astana-Omsk,KazTrans,Food,Spring,10.0,13.24,3.24,41.1,57.4,760,224.0,29.47,1,1.46,2,2,3.5,47.0,10081,770533,6,2,1.76,64
190,Astana-Omsk,SilkFreight,Pharma,Winter,10.0,15.54,5.54,28.4,48.9,760,229.3,30.17,1,2.52,3,3,4.2,50.3,8769,239501,2,1,0.15,32
191,Almaty-Bishkek,TransCentral,Electronics,Summer,4.0,8.59,4.59,23.1,27.9,240,82.1,34.22,1,3.16,1,2,15.2,57.4,5272,228134,4,4,1.01,5
192,Aktobe-Atyrau,EuroAsia Cargo,Industrial,Spring,8.0,10.05,2.05,0.0,55.7,560,141.1,25.19,0,0.0,1,1,19.7,49.8,8669,309245,2,1,0.55,34
193,Aktau-Atyrau,EuroAsia Cargo,Food,Summer,7.0,8.6,1.6,13.8,55.8,480,121.3,25.27,0,0.0,3,3,4.1,62.9,14383,141704,3,2,1.21,9
194,Shymkent-Taraz,KazTrans,Automotive,Spring,3.0,4.01,1.01,11.9,49.9,200,61.2,30.62,0,0.0,1,1,19.1,49.1,6673,521089,5,2,0.41,86
195,Almaty-Astana,EuroAsia Cargo,Pharma,Winter,14.0,16.79,2.79,21.2,65.5,1100,291.3,26.48,0,0.0,2,2,7.1,43.8,8205,282788,0,1,0.95,39
196,Astana-Omsk,SteppeLog,Industrial,Summer,10.0,14.13,4.13,19.6,53.8,760,192.7,25.35,1,2.81,1,2,15.4,51.8,9509,705828,2,1,1.87,30
197,Astana-Omsk,TransCentral,Pharma,Summer,10.0,16.02,6.02,21.1,47.4,760,205.2,27.0,1,5.42,1,1,5.2,58.5,9479,488314,6,0,1.01,86
198,Almaty-Tashkent,SilkFreight,Automotive,Summer,10.0,13.72,3.72,35.8,50.3,690,208.9,30.27,1,2.8,3,3,18.0,47.6,9249,145894,3,1,1.53,72
199,Almaty-Bishkek,TransCentral,Pharma,Summer,4.0,9.37,5.37,8.5,25.6,240,67.8,28.26,1,4.69,3,2,13.4,87.9,5116,212350,0,0,0.56,65
200,Shymkent-Taraz,SilkFreight,Electronics,Winter,3.0,4.21,1.21,9.7,47.6,200,55.3,27.66,0,0.0,1,2,18.7,61.4,9112,355633,3,0,2.56,42
201,Almaty-Tashkent,KazTrans,Automotive,Spring,10.0,13.59,3.59,0.0,50.8,690,207.5,30.08,1,2.48,2,3,17.1,55.0,7422,571376,2,2,1.35,39
202,Aktobe-Atyrau,KazTrans,Automotive,Autumn,8.0,8.93,0.93,13.5,62.7,560,132.6,23.67,0,0.0,2,2,21.2,45.9,5441,59184,3,1,1.84,16
203,Almaty-Astana,KazTrans,FMCG,Winter,14.0,17.86,3.86,1.3,61.6,1100,280.2,25.48,0,0.0,1,1,21.9,53.7,9286,221856,2,2,0.62,51
204,Almaty-Astana,SilkFreight,FMCG,Summer,14.0,15.42,1.42,23.7,71.3,1100,303.4,27.58,0,0.0,2,3,17.5,70.4,4806,166406,3,3,1.0,8
205,Almaty-Bishkek,KazTrans,Industrial,Summer,4.0,8.98,4.98,17.4,26.7,240,78.8,32.85,1,3.85,1,1,17.2,46.1,6712,384811,3,0,1.16,52
206,Almaty-Astana,TransCentral,Electronics,Summer,14.0,14.58,0.58,33.1,75.5,1100,317.9,28.9,0,0.0,1,2,20.6,43.0,3668,226508,6,1,0.68,72
207,Almaty-Tashkent,SteppeLog,FMCG,Summer,10.0,15.63,5.63,2.4,44.1,690,204.5,29.64,1,3.91,2,2,18.5,53.9,7176,489252,3,1,0.97,87
208,Almaty-Astana,KazTrans,FMCG,Autumn,14.0,15.1,1.1,23.7,72.8,1100,314.3,28.57,0,0.0,1,1,18.0,57.5,8854,106921,6,0,0.94,37
209,Almaty-Astana,KazTrans,Industrial,Autumn,14.0,15.52,1.52,22.4,70.9,1100,330.1,30.01,0,0.0,1,2,20.1,52.6,8772,485943,3,2,1.73,64
210,Shymkent-Taraz,KazTrans,FMCG,Winter,3.0,4.06,1.06,24.1,49.3,200,64.3,32.17,0,0.0,3,3,16.8,63.0,6058,35436,5,0,0.76,86
211,Almaty-Astana,SteppeLog,Electronics,Summer,14.0,16.09,2.09,23.9,68.4,1100,271.2,24.65,0,0.0,3,4,23.5,38.4,5028,59015,2,5,0.75,36
212,Almaty-Astana,TransCentral,Food,Summer,14.0,15.01,1.01,11.9,73.3,1100,441.6,40.15,0,0.0,1,2,16.5,60.7,22331,109881,10,3,0.62,18
213,Almaty-Tashkent,SilkFreight,Electronics,Autumn,10.0,14.49,4.49,0.0,47.6,690,197.1,28.56,1,2.58,1,1,20.5,56.6,4431,305248,3,2,0.72,84
214,Almaty-Astana,TransCentral,Electronics,Spring,14.0,14.9,0.9,0.0,73.8,1100,344.3,31.3,0,0.0,1,1,16.3,44.6,4461,121360,2,0,1.19,27
215,Almaty-Tashkent,SilkFreight,Industrial,Autumn,10.0,15.71,5.71,5.6,43.9,690,199.0,28.84,1,3.45,3,3,21.0,50.1,12142,720939,3,2,1.34,71
216,Aktau-Atyrau,KazTrans,Food,Autumn,7.0,7.0,0.0,7.7,68.6,480,111.1,23.15,0,0.0,1,1,4.1,53.1,3746,287406,2,2,2.18,1
217,Almaty-Bishkek,EuroAsia Cargo,Industrial,Spring,4.0,6.45,2.45,33.3,37.2,240,72.8,30.32,1,1.69,1,2,19.4,44.2,10508,418574,1,2,1.71,36
218,Almaty-Tashkent,SteppeLog,Automotive,Winter,10.0,15.54,5.54,42.0,44.4,690,173.2,25.09,1,2.61,2,2,19.9,54.8,10654,573322,4,5,0.15,61
219,Aktau-Atyrau,SteppeLog,Automotive,Winter,7.0,7.57,0.57,0.0,63.4,480,201.2,41.92,0,0.0,2,2,20.7,45.2,21000,213569,18,3,1.14,63
220,Astana-Novosibirsk,SilkFreight,FMCG,Spring,18.0,24.62,6.62,2.8,58.1,1430,397.3,27.78,1,4.14,1,1,16.1,40.4,7777,475670,2,2,0.65,67
221,Aktobe-Atyrau,TransCentral,Food,Autumn,8.0,9.1,1.1,15.7,61.6,560,170.2,30.39,0,0.0,2,3,2.3,52.7,3264,204884,6,6,1.23,33
222,Astana-Novosibirsk,KazTrans,Food,Spring,18.0,22.7,4.7,14.7,63.0,1430,328.9,23.0,1,3.96,2,2,5.5,50.8,9159,429313,3,0,1.61,22
223,Aktau-Atyrau,KazTrans,Pharma,Winter,7.0,9.75,2.75,14.7,49.2,480,128.9,26.85,0,0.0,1,1,4.6,46.7,13300,717615,0,5,0.61,38
224,Aktau-Atyrau,KazTrans,Food,Spring,7.0,8.65,1.65,36.3,55.5,480,124.0,25.84,0,0.0,1,1,3.6,48.4,3029,89505,3,5,0.8,18
225,Almaty-Astana,TransCentral,Electronics,Spring,14.0,11.42,-2.58,20.2,96.3,1100,347.2,31.56,0,0.0,1,2,18.6,35.0,7268,306686,30,21,1.66,23
226,Astana-Novosibirsk,SteppeLog,Automotive,Summer,18.0,20.61,2.61,17.7,69.4,1430,398.7,27.88,1,1.5,1,2,18.9,43.8,9832,272866,1,0,0.78,89
227,Astana-Novosibirsk,TransCentral,Food,Winter,18.0,23.69,5.69,23.1,60.4,1430,412.6,28.85,1,2.35,3,3,2.5,53.8,6255,493971,1,1,0.55,72
228,Astana-Omsk,TransCentral,Food,Summer,10.0,14.14,4.14,17.8,53.8,760,214.2,28.18,1,2.32,2,3,23.2,80.1,6135,160557,1,1,1.08,48
229,Astana-Omsk,KazTrans,Automotive,Winter,10.0,14.5,4.5,0.0,52.4,760,224.6,29.56,1,2.39,3,3,16.7,31.2,10515,101748,4,1,1.83,46
230,Almaty-Astana,SilkFreight,Automotive,Summer,14.0,14.74,0.74,15.4,74.6,1100,298.7,27.16,0,0.0,2,2,16.2,58.4,10426,592560,3,1,0.57,81
231,Almaty-Tashkent,EuroAsia Cargo,Food,Autumn,10.0,14.48,4.48,18.8,47.7,690,205.0,29.71,1,2.71,1,1,2.4,48.9,7214,283148,3,2,0.52,69
232,Astana-Omsk,EuroAsia Cargo,Pharma,Summer,10.0,13.64,3.64,41.0,55.7,760,209.2,27.52,1,2.13,3,2,20.4,93.4,9141,277969,0,1,1.85,31
233,Shymkent-Taraz,SteppeLog,Industrial,Winter,3.0,3.66,0.66,8.3,54.6,200,54.2,27.1,0,0.0,3,3,20.9,64.9,12133,143607,3,1,1.27,8
234,Almaty-Bishkek,SilkFreight,Food,Autumn,4.0,10.04,6.04,25.9,23.9,240,78.0,32.48,1,5.22,3,4,3.9,37.4,7022,439320,3,2,1.71,62
235,Astana-Novosibirsk,TransCentral,Automotive,Autumn,18.0,22.2,4.2,27.4,64.4,1430,410.4,28.7,1,2.68,1,1,13.5,37.1,10191,597033,1,3,1.39,45
236,Almaty-Astana,TransCentral,Industrial,Spring,14.0,15.06,1.06,0.0,73.0,1100,317.4,28.86,0,0.0,1,2,19.1,46.2,16806,549862,2,1,1.43,66
237,Aktobe-Atyrau,TransCentral,FMCG,Winter,8.0,10.5,2.5,0.0,53.3,560,145.5,25.98,0,0.0,1,1,20.4,54.0,11691,603990,2,6,1.45,38
238,Astana-Novosibirsk,SteppeLog,Automotive,Autumn,18.0,23.8,5.8,24.8,60.1,1430,401.9,28.11,1,3.09,3,3,22.3,56.7,9126,59688,7,2,1.9,56
239,Aktau-Atyrau,SteppeLog,FMCG,Summer,7.0,7.36,0.36,28.3,65.2,480,123.6,25.76,0,0.0,2,2,17.4,61.7,10341,795738,2,2,1.78,31
240,Almaty-Astana,TransCentral,Food,Spring,14.0,16.01,2.01,27.2,68.7,1100,322.5,29.32,0,0.0,3,3,2.7,50.4,8723,223937,3,1,0.87,23
241,Almaty-Astana,KazTrans,Industrial,Winter,14.0,15.46,1.46,1.2,71.2,1100,321.2,29.2,0,0.0,3,3,19.0,46.9,10271,258877,2,1,0.91,76
242,Aktau-Atyrau,SilkFreight,Electronics,Winter,7.0,9.08,2.08,3.5,52.9,480,119.1,24.82,0,0.0,2,3,11.0,51.4,10994,827363,5,3,1.49,3
243,Almaty-Astana,TransCentral,FMCG,Summer,14.0,14.52,0.52,13.6,75.8,1100,303.3,27.57,0,0.0,2,2,16.6,57.8,6729,168048,6,3,0.33,64
244,Astana-Omsk,SilkFreight,Automotive,Winter,10.0,14.77,4.77,12.2,51.5,760,216.9,28.54,1,3.2,2,2,17.8,54.6,5610,32340,3,2,1.31,38
245,Astana-Omsk,SilkFreight,Electronics,Summer,10.0,12.27,2.27,21.4,62.0,760,245.8,32.35,1,1.73,3,3,19.8,50.1,6305,71389,4,3,1.88,27
246,Aktau-Atyrau,SilkFreight,FMCG,Winter,7.0,9.34,2.34,33.1,51.4,480,139.0,28.96,0,0.0,1,1,21.0,57.2,2793,146040,3,2,1.08,47
247,Astana-Novosibirsk,SilkFreight,FMCG,Autumn,18.0,21.57,3.57,10.2,66.3,1430,392.2,27.42,1,1.68,1,1,20.7,54.4,8005,595258,1,4,1.76,39
248,Almaty-Bishkek,SilkFreight,Electronics,Spring,4.0,7.01,3.01,18.2,34.2,240,98.1,40.87,1,2.16,3,2,23.0,60.5,21516,227847,11,6,1.06,88
249,Almaty-Astana,TransCentral,Automotive,Summer,14.0,15.02,1.02,22.8,73.2,1100,329.5,29.96,0,0.0,2,2,13.8,43.1,6832,74147,4,0,0.71,51
250,Astana-Novosibirsk,TransCentral,Automotive,Autumn,18.0,21.19,3.19,6.0,67.5,1430,360.0,25.17,1,2.37,1,1,17.8,67.3,8310,410209,0,1,1.76,76
251,Almaty-Astana,KazTrans,Electronics,Winter,14.0,16.93,2.93,33.8,65.0,1100,299.1,27.19,0,0.0,2,2,18.8,41.4,8473,511335,4,2,1.89,47
252,Astana-Omsk,TransCentral,FMCG,Autumn,10.0,15.49,5.49,11.3,49.0,760,194.7,25.62,1,3.9,2,2,16.3,49.2,7442,326738,1,3,0.8,75
253,Almaty-Tashkent,SilkFreight,Food,Spring,10.0,14.07,4.07,44.7,49.0,690,182.3,26.42,1,3.35,1,2,5.7,40.4,8491,443354,5,5,1.06,42
254,Astana-Novosibirsk,EuroAsia Cargo,FMCG,Winter,18.0,23.4,5.4,19.5,61.1,1430,447.9,31.32,1,2.06,2,2,17.8,50.5,6355,124400,2,1,0.63,25
255,Aktobe-Atyrau,TransCentral,Electronics,Winter,8.0,11.45,3.45,15.9,48.9,560,149.5,26.7,0,0.0,2,2,17.1,44.8,11556,114306,0,1,1.58,53
256,Aktobe-Atyrau,TransCentral,FMCG,Winter,8.0,10.4,2.4,34.8,53.9,560,134.1,23.94,0,0.0,3,3,18.8,62.5,11756,613739,1,6,0.72,4
257,Aktau-Atyrau,KazTrans,Automotive,Winter,7.0,7.64,0.64,22.6,62.9,480,114.4,23.84,0,0.0,1,1,15.2,55.1,12468,148576,7,2,1.2,72
258,Aktobe-Atyrau,EuroAsia Cargo,FMCG,Autumn,8.0,11.29,3.29,1.8,49.6,560,144.3,25.78,0,0.0,2,2,17.7,42.8,3842,109412,3,2,2.15,85
259,Almaty-Bishkek,TransCentral,Electronics,Winter,4.0,9.05,5.05,15.8,26.5,240,81.8,34.08,1,2.17,2,2,19.9,43.5,15060,243381,4,3,1.3,64
260,Astana-Novosibirsk,EuroAsia Cargo,Industrial,Winter,18.0,41.22,23.22,15.5,34.7,1430,328.9,23.0,1,20.88,1,2,20.3,60.0,10661,241170,3,3,1.25,30
261,Almaty-Tashkent,EuroAsia Cargo,Food,Spring,10.0,14.4,4.4,0.0,47.9,690,181.5,26.3,1,2.87,3,3,3.2,58.5,8159,385192,6,3,0.9,64
262,Aktau-Atyrau,TransCentral,Food,Autumn,7.0,8.8,1.8,47.7,54.5,480,116.9,24.36,0,0.0,1,1,4.2,46.0,9536,447128,3,2,1.15,71
263,Aktobe-Atyrau,SilkFreight,FMCG,Winter,8.0,11.57,3.57,0.1,48.4,560,157.3,28.09,0,0.0,3,3,16.6,48.9,12937,551140,2,4,1.88,68
264,Shymkent-Taraz,SteppeLog,Food,Summer,3.0,3.28,0.28,6.1,61.0,200,52.0,25.98,0,0.0,2,2,2.8,60.9,8967,382435,4,1,0.63,4
265,Shymkent-Taraz,EuroAsia Cargo,Electronics,Winter,3.0,3.94,0.94,26.7,50.8,200,54.6,27.28,0,0.0,1,1,21.6,60.4,3645,110220,2,1,1.96,4
266,Astana-Omsk,SteppeLog,FMCG,Summer,10.0,13.9,3.9,54.4,54.7,760,208.7,27.46,1,3.46,2,3,17.5,54.4,6984,269256,3,1,1.57,35
267,Shymkent-Taraz,KazTrans,Food,Summer,3.0,32.55,29.55,18.8,6.1,200,57.0,28.49,1,23.02,1,3,19.7,69.5,10046,206913,3,1,0.7,53
268,Aktobe-Atyrau,EuroAsia Cargo,FMCG,Spring,8.0,10.56,2.56,33.0,53.0,560,156.0,27.86,0,0.0,2,2,16.0,56.1,6764,243643,5,2,1.67,72
269,Almaty-Tashkent,SilkFreight,Pharma,Winter,10.0,15.0,5.0,9.1,46.0,690,221.3,32.07,1,2.18,2,2,3.8,51.1,3960,227272,4,1,1.37,48
270,Almaty-Tashkent,SteppeLog,Electronics,Autumn,10.0,13.98,3.98,33.7,49.3,690,200.6,29.08,1,2.22,2,2,14.6,52.0,987,59074,5,2,1.33,13
271,Almaty-Astana,EuroAsia Cargo,FMCG,Spring,14.0,15.53,1.53,40.4,70.8,1100,279.4,25.4,0,0.0,1,1,16.5,49.6,8175,75651,2,3,1.38,66
272,Astana-Novosibirsk,EuroAsia Cargo,Pharma,Spring,18.0,21.14,3.14,13.2,67.6,1430,384.8,26.91,1,2.11,3,3,4.4,55.2,10621,510723,2,0,0.99,47
273,Astana-Omsk,KazTrans,Food,Spring,10.0,12.08,2.08,4.7,62.9,760,220.8,29.06,1,1.22,3,3,2.9,48.7,11617,727079,4,2,1.56,25
274,Astana-Novosibirsk,EuroAsia Cargo,FMCG,Winter,18.0,27.01,9.01,0.0,52.9,1430,376.0,26.29,1,3.7,3,3,19.6,60.7,7919,508077,0,0,1.34,36
275,Astana-Novosibirsk,SilkFreight,Pharma,Spring,18.0,20.66,2.66,11.9,69.2,1430,568.3,39.74,1,1.86,1,3,21.2,45.1,23091,79289,7,1,0.61,30
276,Almaty-Astana,TransCentral,Electronics,Winter,14.0,16.11,2.11,3.1,68.3,1100,327.8,29.8,0,0.0,3,4,13.9,67.3,12703,780818,3,2,1.93,16
277,Almaty-Bishkek,EuroAsia Cargo,FMCG,Summer,4.0,6.3,2.3,7.1,38.1,240,76.3,31.81,1,1.93,1,1,21.7,42.0,13750,647017,3,0,1.5,51
278,Astana-Novosibirsk,SilkFreight,Electronics,Spring,18.0,21.41,3.41,26.2,66.8,1430,347.5,24.3,1,2.08,1,1,22.3,45.7,9851,198004,1,2,1.26,27
279,Astana-Novosibirsk,KazTrans,Automotive,Summer,18.0,24.41,6.41,39.7,58.6,1430,346.9,24.26,1,5.01,2,3,21.6,55.7,10100,627980,2,3,0.66,13
280,Almaty-Bishkek,SilkFreight,FMCG,Winter,4.0,8.81,4.81,17.3,27.3,240,74.2,30.9,1,3.51,2,2,19.8,49.4,7390,364052,3,2,1.95,25
281,Almaty-Astana,EuroAsia Cargo,Food,Spring,14.0,15.75,1.75,14.9,69.8,1100,324.9,29.54,0,0.0,2,2,2.6,58.8,4710,331214,3,3,1.24,1
282,Astana-Novosibirsk,SteppeLog,FMCG,Autumn,18.0,22.19,4.19,22.7,64.4,1430,947.9,66.29,1,2.53,1,3,20.7,39.6,7909,157197,2,1,1.68,53
283,Aktobe-Atyrau,KazTrans,FMCG,Summer,8.0,8.7,0.7,14.7,64.4,560,128.7,22.99,0,0.0,2,3,17.8,54.1,11435,326712,2,0,1.75,36
284,Aktau-Atyrau,TransCentral,Automotive,Spring,7.0,8.22,1.22,17.4,58.4,480,115.1,23.98,0,0.0,2,2,18.1,40.7,8570,606671,4,5,1.28,47
285,Aktau-Atyrau,SteppeLog,Electronics,Spring,7.0,20.79,13.79,23.4,23.1,480,131.5,27.39,0,0.0,2,3,20.4,38.2,6084,241707,16,1,6.12,97
286,Aktau-Atyrau,EuroAsia Cargo,Food,Autumn,7.0,8.65,1.65,12.3,55.5,480,129.2,26.92,0,0.0,3,3,4.0,56.9,5309,216940,5,1,0.79,35
287,Aktau-Atyrau,TransCentral,Pharma,Autumn,7.0,7.97,0.97,40.2,60.2,480,126.1,26.27,0,0.0,2,2,6.1,53.1,4844,87342,2,0,1.66,73
288,Astana-Novosibirsk,SteppeLog,Electronics,Spring,18.0,21.04,3.04,21.2,68.0,1430,457.1,31.96,1,1.97,3,4,17.2,45.1,3880,215426,3,1,1.23,20
289,Almaty-Tashkent,SteppeLog,FMCG,Autumn,10.0,13.11,3.11,16.0,52.6,690,190.8,27.66,1,1.31,2,2,19.0,63.1,4169,32930,4,2,0.99,1
290,Astana-Novosibirsk,EuroAsia Cargo,Food,Winter,18.0,21.35,3.35,28.3,67.0,1430,328.9,23.0,1,0.5,1,1,2.6,53.6,10827,78681,3,0,1.2,23
291,Astana-Novosibirsk,EuroAsia Cargo,FMCG,Spring,18.0,22.31,4.31,24.2,64.1,1430,469.8,32.86,1,3.43,2,3,17.6,57.5,5665,270418,1,1,1.27,1
292,Aktobe-Atyrau,SilkFreight,Food,Summer,8.0,9.07,1.07,19.8,61.7,560,139.9,24.97,0,0.0,1,2,3.7,65.3,8658,312870,5,3,1.07,81
